,text,cleaned,filtered
1893,"1892,""b""""@jamesabrindle oh i'm sorry to hear this james especially seeing as how long you've been a customer of ours. if you\xe2\x80\xa6 https://t.co/brf6suxi6g""""""","['1892,""b""""@jamesabrindle', 'oh', ""i'm"", 'sorry', 'to', 'hear', 'this', 'james', 'especially', 'seeing', 'as', 'how', 'long', ""you've"", 'been', 'a', 'customer', 'of', 'ours.', 'if', 'you\\xe2\\x80\\xa6', 'https://t.co/brf6suxi6g""""""']","['1892,""b""""@jamesabrindle', 'oh', ""i'm"", 'sorry', 'hear', 'james', 'especially', 'seeing', 'long', 'customer', 'ours.', 'you\\xe2\\x80\\xa6', 'https://t.co/brf6suxi6g""""""']"
1894,"1893,""b""""@jamesabrindle hey james, that's strange i'd recommend calling our app team directly on 0333 202 1035 and they'll b\xe2\x80\xa6 https://t.co/s6qnwdrvek""""""","['1893,""b""""@jamesabrindle', 'hey', 'james,', ""that's"", 'strange', ""i'd"", 'recommend', 'calling', 'our', 'app', 'team', 'directly', 'on', '0333', '202', '1035', 'and', ""they'll"", 'b\\xe2\\x80\\xa6', 'https://t.co/s6qnwdrvek""""""']","['1893,""b""""@jamesabrindle', 'hey', 'james,', ""that's"", 'strange', ""i'd"", 'recommend', 'calling', 'app', 'team', 'directly', '0333', '202', '1035', ""they'll"", 'b\\xe2\\x80\\xa6', 'https://t.co/s6qnwdrvek""""""']"
1895,"1894,""b""""@luiza48039479 hey luiza, thanks for sharing this feedback, if you'd like to discuss this any further our app team\xe2\x80\xa6 https://t.co/ny9nf5yh2v""""""","['1894,""b""""@luiza48039479', 'hey', 'luiza,', 'thanks', 'for', 'sharing', 'this', 'feedback,', 'if', ""you'd"", 'like', 'to', 'discuss', 'this', 'any', 'further', 'our', 'app', 'team\\xe2\\x80\\xa6', 'https://t.co/ny9nf5yh2v""""""']","['1894,""b""""@luiza48039479', 'hey', 'luiza,', 'thanks', 'sharing', 'feedback,', 'like', 'discuss', 'app', 'team\\xe2\\x80\\xa6', 'https://t.co/ny9nf5yh2v""""""']"
1896,"1895,b'@yetzivelli yes by all means you can call our fraud aftercare team directly on 0800 318 665 until 16:30 today. - dan'","[""1895,b'@yetzivelli"", 'yes', 'by', 'all', 'means', 'you', 'can', 'call', 'our', 'fraud', 'aftercare', 'team', 'directly', 'on', '0800', '318', '665', 'until', '16:30', 'today.', '-', ""dan'""]","[""1895,b'@yetzivelli"", 'yes', 'means', 'call', 'fraud', 'aftercare', 'team', 'directly', '0800', '318', '665', '16:30', 'today.', '-', ""dan'""]"
1897,"1896,""b""""@philwardle hey philip. i'm sorry to hear that you're having issues getting this sorted. if you'd like me to get th\xe2\x80\xa6 https://t.co/9ljittbf8p""""""","['1896,""b""""@philwardle', 'hey', 'philip.', ""i'm"", 'sorry', 'to', 'hear', 'that', ""you're"", 'having', 'issues', 'getting', 'this', 'sorted.', 'if', ""you'd"", 'like', 'me', 'to', 'get', 'th\\xe2\\x80\\xa6', 'https://t.co/9ljittbf8p""""""']","['1896,""b""""@philwardle', 'hey', 'philip.', ""i'm"", 'sorry', 'hear', 'issues', 'getting', 'sorted.', 'like', 'get', 'th\\xe2\\x80\\xa6', 'https://t.co/9ljittbf8p""""""']"
1898,"1897,""b""""@geekjoshjohnson hey josh, i'm not aware of any problems bud do you need me to call you to make a payment? thanks. - dan""""""","['1897,""b""""@geekjoshjohnson', 'hey', 'josh,', ""i'm"", 'not', 'aware', 'of', 'any', 'problems', 'bud', 'do', 'you', 'need', 'me', 'to', 'call', 'you', 'to', 'make', 'a', 'payment?', 'thanks.', '-', 'dan""""""']","['1897,""b""""@geekjoshjohnson', 'hey', 'josh,', ""i'm"", 'aware', 'problems', 'bud', 'need', 'call', 'make', 'payment?', 'thanks.', '-', 'dan""""""']"
1899,"1898,b'do big beats and electronic riffs take you to your happy place? then don\xe2\x80\x99t miss the legendary @chembros at\xe2\x80\xa6 https://t.co/kzp8ttn5px'","[""1898,b'do"", 'big', 'beats', 'and', 'electronic', 'riffs', 'take', 'you', 'to', 'your', 'happy', 'place?', 'then', 'don\\xe2\\x80\\x99t', 'miss', 'the', 'legendary', '@chembros', 'at\\xe2\\x80\\xa6', ""https://t.co/kzp8ttn5px'""]","[""1898,b'do"", 'big', 'beats', 'electronic', 'riffs', 'take', 'happy', 'place?', 'don\\xe2\\x80\\x99t', 'miss', 'legendary', '@chembros', 'at\\xe2\\x80\\xa6', ""https://t.co/kzp8ttn5px'""]"
1900,"1899,""b'@luiza48039479 thanks for letting me know luiza, usually with the app if you make a payment towards this it can tak\xe2\x80\xa6 https://t.co/cagqzwiis2'""","['1899,""b\'@luiza48039479', 'thanks', 'for', 'letting', 'me', 'know', 'luiza,', 'usually', 'with', 'the', 'app', 'if', 'you', 'make', 'a', 'payment', 'towards', 'this', 'it', 'can', 'tak\\xe2\\x80\\xa6', 'https://t.co/cagqzwiis2\'""']","['1899,""b\'@luiza48039479', 'thanks', 'letting', 'know', 'luiza,', 'usually', 'app', 'make', 'payment', 'towards', 'tak\\xe2\\x80\\xa6', 'https://t.co/cagqzwiis2\'""']"
1901,"1900,b'@luiza48039479 can i double check if this was via the app or from your online banking? craig t 2/2'","[""1900,b'@luiza48039479"", 'can', 'i', 'double', 'check', 'if', 'this', 'was', 'via', 'the', 'app', 'or', 'from', 'your', 'online', 'banking?', 'craig', 't', ""2/2'""]","[""1900,b'@luiza48039479"", 'double', 'check', 'via', 'app', 'online', 'banking?', 'craig', ""2/2'""]"
1902,"1901,""b""""@luiza48039479 hello luiza, thank you for taking the time to let us know about your experience with nicola, it's re\xe2\x80\xa6 https://t.co/fd01k8k2re""""""","['1901,""b""""@luiza48039479', 'hello', 'luiza,', 'thank', 'you', 'for', 'taking', 'the', 'time', 'to', 'let', 'us', 'know', 'about', 'your', 'experience', 'with', 'nicola,', ""it's"", 're\\xe2\\x80\\xa6', 'https://t.co/fd01k8k2re""""""']","['1901,""b""""@luiza48039479', 'hello', 'luiza,', 'thank', 'taking', 'time', 'let', 'us', 'know', 'experience', 'nicola,', 're\\xe2\\x80\\xa6', 'https://t.co/fd01k8k2re""""""']"
1903,"1902,""b'@sarahhhhhhjane hello sarah-jane, can i check if this payment is coming from a barclaycard you hold in the uk? once\xe2\x80\xa6 https://t.co/wequ218fi9'""","['1902,""b\'@sarahhhhhhjane', 'hello', 'sarah-jane,', 'can', 'i', 'check', 'if', 'this', 'payment', 'is', 'coming', 'from', 'a', 'barclaycard', 'you', 'hold', 'in', 'the', 'uk?', 'once\\xe2\\x80\\xa6', 'https://t.co/wequ218fi9\'""']","['1902,""b\'@sarahhhhhhjane', 'hello', 'sarah-jane,', 'check', 'payment', 'coming', 'barclaycard', 'hold', 'uk?', 'once\\xe2\\x80\\xa6', 'https://t.co/wequ218fi9\'""']"
1904,"1903,""b'@_jordanhall7 hi jordan, i will pick up your dm. leigh'""","['1903,""b\'@_jordanhall7', 'hi', 'jordan,', 'i', 'will', 'pick', 'up', 'your', 'dm.', 'leigh\'""']","['1903,""b\'@_jordanhall7', 'hi', 'jordan,', 'pick', 'dm.', 'leigh\'""']"
1905,"1904,""b'@jd_tech1 hi jack, you can do this by calling our customer services team on 0800 151 0900. thanks, dean.'""","['1904,""b\'@jd_tech1', 'hi', 'jack,', 'you', 'can', 'do', 'this', 'by', 'calling', 'our', 'customer', 'services', 'team', 'on', '0800', '151', '0900.', 'thanks,', 'dean.\'""']","['1904,""b\'@jd_tech1', 'hi', 'jack,', 'calling', 'customer', 'services', 'team', '0800', '151', '0900.', 'thanks,', 'dean.\'""']"
1906,"1905,""b'@martinjl1990 hey martin, the payment should be updated in your recent transactions now if it was made yesterday. thanks, dean.'""","['1905,""b\'@martinjl1990', 'hey', 'martin,', 'the', 'payment', 'should', 'be', 'updated', 'in', 'your', 'recent', 'transactions', 'now', 'if', 'it', 'was', 'made', 'yesterday.', 'thanks,', 'dean.\'""']","['1905,""b\'@martinjl1990', 'hey', 'martin,', 'payment', 'updated', 'recent', 'transactions', 'made', 'yesterday.', 'thanks,', 'dean.\'""']"
1907,"1906,""b""""@inanitysgirl ummm that's odd, if it's easier would you like a call from me to take the payment? thanks, dean.""""""","['1906,""b""""@inanitysgirl', 'ummm', ""that's"", 'odd,', 'if', ""it's"", 'easier', 'would', 'you', 'like', 'a', 'call', 'from', 'me', 'to', 'take', 'the', 'payment?', 'thanks,', 'dean.""""""']","['1906,""b""""@inanitysgirl', 'ummm', ""that's"", 'odd,', 'easier', 'would', 'like', 'call', 'take', 'payment?', 'thanks,', 'dean.""""""']"
1908,"1907,""b'@inanitysgirl yes you would, can you login to the barclaycard website? thanks, dean.'""","['1907,""b\'@inanitysgirl', 'yes', 'you', 'would,', 'can', 'you', 'login', 'to', 'the', 'barclaycard', 'website?', 'thanks,', 'dean.\'""']","['1907,""b\'@inanitysgirl', 'yes', 'would,', 'login', 'barclaycard', 'website?', 'thanks,', 'dean.\'""']"
1909,"1908,""b""""@inanitysgirl that's odd dawn, not too sure why that would happen. you can make the payment via our website if you\xe2\x80\xa6 https://t.co/mczxvkrzlq""""""","['1908,""b""""@inanitysgirl', ""that's"", 'odd', 'dawn,', 'not', 'too', 'sure', 'why', 'that', 'would', 'happen.', 'you', 'can', 'make', 'the', 'payment', 'via', 'our', 'website', 'if', 'you\\xe2\\x80\\xa6', 'https://t.co/mczxvkrzlq""""""']","['1908,""b""""@inanitysgirl', ""that's"", 'odd', 'dawn,', 'sure', 'would', 'happen.', 'make', 'payment', 'via', 'website', 'you\\xe2\\x80\\xa6', 'https://t.co/mczxvkrzlq""""""']"
1910,"1909,""b""""@nickynewton6 hi nicholas. sorry that you're having issues logging in, have you tried another web browser? thanks. - dan""""""","['1909,""b""""@nickynewton6', 'hi', 'nicholas.', 'sorry', 'that', ""you're"", 'having', 'issues', 'logging', 'in,', 'have', 'you', 'tried', 'another', 'web', 'browser?', 'thanks.', '-', 'dan""""""']","['1909,""b""""@nickynewton6', 'hi', 'nicholas.', 'sorry', 'issues', 'logging', 'in,', 'tried', 'another', 'web', 'browser?', 'thanks.', '-', 'dan""""""']"
1911,"1910,""b""""@joshcheron i understand josh, you'll need to reach out to our us team about this then @askbarclaysus monday to fri\xe2\x80\xa6 https://t.co/eit9qmtzdf""""""","['1910,""b""""@joshcheron', 'i', 'understand', 'josh,', ""you'll"", 'need', 'to', 'reach', 'out', 'to', 'our', 'us', 'team', 'about', 'this', 'then', '@askbarclaysus', 'monday', 'to', 'fri\\xe2\\x80\\xa6', 'https://t.co/eit9qmtzdf""""""']","['1910,""b""""@joshcheron', 'understand', 'josh,', 'need', 'reach', 'us', 'team', '@askbarclaysus', 'monday', 'fri\\xe2\\x80\\xa6', 'https://t.co/eit9qmtzdf""""""']"
1912,"1911,""b""""@joshcheron hey josh, are you a uk or us customer? i've checked our end and there's not probems (uk team). thanks, dean.""""""","['1911,""b""""@joshcheron', 'hey', 'josh,', 'are', 'you', 'a', 'uk', 'or', 'us', 'customer?', ""i've"", 'checked', 'our', 'end', 'and', ""there's"", 'not', 'probems', '(uk', 'team).', 'thanks,', 'dean.""""""']","['1911,""b""""@joshcheron', 'hey', 'josh,', 'uk', 'us', 'customer?', ""i've"", 'checked', 'end', ""there's"", 'probems', '(uk', 'team).', 'thanks,', 'dean.""""""']"
1913,"1912,""b'@aaferiat please accept my apologies alex, i am glad it was sorted though. thanks, dean.'""","['1912,""b\'@aaferiat', 'please', 'accept', 'my', 'apologies', 'alex,', 'i', 'am', 'glad', 'it', 'was', 'sorted', 'though.', 'thanks,', 'dean.\'""']","['1912,""b\'@aaferiat', 'please', 'accept', 'apologies', 'alex,', 'glad', 'sorted', 'though.', 'thanks,', 'dean.\'""']"
1914,"1913,""b'@joshcheron i am sorry about that josh, can i help you out at all? thanks, dean.'""","['1913,""b\'@joshcheron', 'i', 'am', 'sorry', 'about', 'that', 'josh,', 'can', 'i', 'help', 'you', 'out', 'at', 'all?', 'thanks,', 'dean.\'""']","['1913,""b\'@joshcheron', 'sorry', 'josh,', 'help', 'all?', 'thanks,', 'dean.\'""']"
1915,"1914,""b'@aaferiat hey alex, i am sorry to hear this. have you managed to get this sorted at all? thanks, dean.'""","['1914,""b\'@aaferiat', 'hey', 'alex,', 'i', 'am', 'sorry', 'to', 'hear', 'this.', 'have', 'you', 'managed', 'to', 'get', 'this', 'sorted', 'at', 'all?', 'thanks,', 'dean.\'""']","['1914,""b\'@aaferiat', 'hey', 'alex,', 'sorry', 'hear', 'this.', 'managed', 'get', 'sorted', 'all?', 'thanks,', 'dean.\'""']"
1916,"1915,""b""""@johndroch no problem john, glad it's sorted. if you need anything else then let me know. thanks, dean.""""""","['1915,""b""""@johndroch', 'no', 'problem', 'john,', 'glad', ""it's"", 'sorted.', 'if', 'you', 'need', 'anything', 'else', 'then', 'let', 'me', 'know.', 'thanks,', 'dean.""""""']","['1915,""b""""@johndroch', 'problem', 'john,', 'glad', 'sorted.', 'need', 'anything', 'else', 'let', 'know.', 'thanks,', 'dean.""""""']"
1917,"1916,b'@doughnut_song that should be sorted very soon rob. thanks nicola'","[""1916,b'@doughnut_song"", 'that', 'should', 'be', 'sorted', 'very', 'soon', 'rob.', 'thanks', ""nicola'""]","[""1916,b'@doughnut_song"", 'sorted', 'soon', 'rob.', 'thanks', ""nicola'""]"
1918,"1917,""b'@doughnut_song hi rob, the team are looking into changing that wording and fixing this issue. the message will be t\xe2\x80\xa6 https://t.co/6avc7at9pp'""","['1917,""b\'@doughnut_song', 'hi', 'rob,', 'the', 'team', 'are', 'looking', 'into', 'changing', 'that', 'wording', 'and', 'fixing', 'this', 'issue.', 'the', 'message', 'will', 'be', 't\\xe2\\x80\\xa6', 'https://t.co/6avc7at9pp\'""']","['1917,""b\'@doughnut_song', 'hi', 'rob,', 'team', 'looking', 'changing', 'wording', 'fixing', 'issue.', 'message', 't\\xe2\\x80\\xa6', 'https://t.co/6avc7at9pp\'""']"
1919,"1918,""b'@retrowrestling hello there, i\xe2\x80\x99m afraid we wouldn\xe2\x80\x99t be able to beat the offer for you. we would hate to lose you ov\xe2\x80\xa6 https://t.co/qwl6rmcrsl'""","['1918,""b\'@retrowrestling', 'hello', 'there,', 'i\\xe2\\x80\\x99m', 'afraid', 'we', 'wouldn\\xe2\\x80\\x99t', 'be', 'able', 'to', 'beat', 'the', 'offer', 'for', 'you.', 'we', 'would', 'hate', 'to', 'lose', 'you', 'ov\\xe2\\x80\\xa6', 'https://t.co/qwl6rmcrsl\'""']","['1918,""b\'@retrowrestling', 'hello', 'there,', 'i\\xe2\\x80\\x99m', 'afraid', 'wouldn\\xe2\\x80\\x99t', 'able', 'beat', 'offer', 'you.', 'would', 'hate', 'lose', 'ov\\xe2\\x80\\xa6', 'https://t.co/qwl6rmcrsl\'""']"
1920,"1919,""b""""@trottsumo oooh very nice mike. congrats on the move. i hope you enjoy it, if you dm me your postcode i'll pass you\xe2\x80\xa6 https://t.co/pru7omigyz""""""","['1919,""b""""@trottsumo', 'oooh', 'very', 'nice', 'mike.', 'congrats', 'on', 'the', 'move.', 'i', 'hope', 'you', 'enjoy', 'it,', 'if', 'you', 'dm', 'me', 'your', 'postcode', ""i'll"", 'pass', 'you\\xe2\\x80\\xa6', 'https://t.co/pru7omigyz""""""']","['1919,""b""""@trottsumo', 'oooh', 'nice', 'mike.', 'congrats', 'move.', 'hope', 'enjoy', 'it,', 'dm', 'postcode', ""i'll"", 'pass', 'you\\xe2\\x80\\xa6', 'https://t.co/pru7omigyz""""""']"
1921,"1920,""b'@marypsheridan go to help and then register the app on a new device and that should work. thanks, dean.'""","['1920,""b\'@marypsheridan', 'go', 'to', 'help', 'and', 'then', 'register', 'the', 'app', 'on', 'a', 'new', 'device', 'and', 'that', 'should', 'work.', 'thanks,', 'dean.\'""']","['1920,""b\'@marypsheridan', 'go', 'help', 'register', 'app', 'new', 'device', 'work.', 'thanks,', 'dean.\'""']"
1922,"1921,""b""""@ionapierotti ahh okay, i'd recommend that you call the disputes team for more details as they'll be able to help y\xe2\x80\xa6 https://t.co/xp2udfojdv""""""","['1921,""b""""@ionapierotti', 'ahh', 'okay,', ""i'd"", 'recommend', 'that', 'you', 'call', 'the', 'disputes', 'team', 'for', 'more', 'details', 'as', ""they'll"", 'be', 'able', 'to', 'help', 'y\\xe2\\x80\\xa6', 'https://t.co/xp2udfojdv""""""']","['1921,""b""""@ionapierotti', 'ahh', 'okay,', ""i'd"", 'recommend', 'call', 'disputes', 'team', 'details', ""they'll"", 'able', 'help', 'y\\xe2\\x80\\xa6', 'https://t.co/xp2udfojdv""""""']"
1923,"1922,""b'@ionapierotti have you spoken to atol? thanks, dean.'""","['1922,""b\'@ionapierotti', 'have', 'you', 'spoken', 'to', 'atol?', 'thanks,', 'dean.\'""']","['1922,""b\'@ionapierotti', 'spoken', 'atol?', 'thanks,', 'dean.\'""']"
1924,"1923,""b'@marypsheridan brill, if you access the app on your old phone and then go to more, manage accounts and generate act\xe2\x80\xa6 https://t.co/r2uj6nknfn'""","['1923,""b\'@marypsheridan', 'brill,', 'if', 'you', 'access', 'the', 'app', 'on', 'your', 'old', 'phone', 'and', 'then', 'go', 'to', 'more,', 'manage', 'accounts', 'and', 'generate', 'act\\xe2\\x80\\xa6', 'https://t.co/r2uj6nknfn\'""']","['1923,""b\'@marypsheridan', 'brill,', 'access', 'app', 'old', 'phone', 'go', 'more,', 'manage', 'accounts', 'generate', 'act\\xe2\\x80\\xa6', 'https://t.co/r2uj6nknfn\'""']"
1925,"1924,""b'@ionapierotti ahh okay, did you book a package holiday with thomas cook? thanks, dean.'""","['1924,""b\'@ionapierotti', 'ahh', 'okay,', 'did', 'you', 'book', 'a', 'package', 'holiday', 'with', 'thomas', 'cook?', 'thanks,', 'dean.\'""']","['1924,""b\'@ionapierotti', 'ahh', 'okay,', 'book', 'package', 'holiday', 'thomas', 'cook?', 'thanks,', 'dean.\'""']"
1926,"1925,""b'@ionapierotti @thomascookuk sorry to hear this iona, did the team explain why this was the case? thanks, dean.'""","['1925,""b\'@ionapierotti', '@thomascookuk', 'sorry', 'to', 'hear', 'this', 'iona,', 'did', 'the', 'team', 'explain', 'why', 'this', 'was', 'the', 'case?', 'thanks,', 'dean.\'""']","['1925,""b\'@ionapierotti', '@thomascookuk', 'sorry', 'hear', 'iona,', 'team', 'explain', 'case?', 'thanks,', 'dean.\'""']"
1927,"1926,""b'@marypsheridan hey mary, do you still have access to the app on your old phone? thanks, dean.'""","['1926,""b\'@marypsheridan', 'hey', 'mary,', 'do', 'you', 'still', 'have', 'access', 'to', 'the', 'app', 'on', 'your', 'old', 'phone?', 'thanks,', 'dean.\'""']","['1926,""b\'@marypsheridan', 'hey', 'mary,', 'still', 'access', 'app', 'old', 'phone?', 'thanks,', 'dean.\'""']"
1928,"1927,""b""""@carlblundell hey carl, if you drop me a dm i'll let you know how to get these stopped. thanks, dean.""""""","['1927,""b""""@carlblundell', 'hey', 'carl,', 'if', 'you', 'drop', 'me', 'a', 'dm', ""i'll"", 'let', 'you', 'know', 'how', 'to', 'get', 'these', 'stopped.', 'thanks,', 'dean.""""""']","['1927,""b""""@carlblundell', 'hey', 'carl,', 'drop', 'dm', ""i'll"", 'let', 'know', 'get', 'stopped.', 'thanks,', 'dean.""""""']"
1929,"1928,""b'@just_a_pr please accept my apologies, i will make sure this is fed back to the team straight away. can i help you\xe2\x80\xa6 https://t.co/yu5arkorot'""","['1928,""b\'@just_a_pr', 'please', 'accept', 'my', 'apologies,', 'i', 'will', 'make', 'sure', 'this', 'is', 'fed', 'back', 'to', 'the', 'team', 'straight', 'away.', 'can', 'i', 'help', 'you\\xe2\\x80\\xa6', 'https://t.co/yu5arkorot\'""']","['1928,""b\'@just_a_pr', 'please', 'accept', 'apologies,', 'make', 'sure', 'fed', 'back', 'team', 'straight', 'away.', 'help', 'you\\xe2\\x80\\xa6', 'https://t.co/yu5arkorot\'""']"
1930,"1929,""b""""@_ellielyne you'd call the other company ellie. when you owe us money they'd process a balance transfer their end w\xe2\x80\xa6 https://t.co/p8entngfj7""""""","['1929,""b""""@_ellielyne', ""you'd"", 'call', 'the', 'other', 'company', 'ellie.', 'when', 'you', 'owe', 'us', 'money', ""they'd"", 'process', 'a', 'balance', 'transfer', 'their', 'end', 'w\\xe2\\x80\\xa6', 'https://t.co/p8entngfj7""""""']","['1929,""b""""@_ellielyne', 'call', 'company', 'ellie.', 'owe', 'us', 'money', ""they'd"", 'process', 'balance', 'transfer', 'end', 'w\\xe2\\x80\\xa6', 'https://t.co/p8entngfj7""""""']"
1931,"1930,""b""""@immywhitex ah you're very welcome imogen. we'll get you sorted. :-) thanks nicola""""""","['1930,""b""""@immywhitex', 'ah', ""you're"", 'very', 'welcome', 'imogen.', ""we'll"", 'get', 'you', 'sorted.', ':-)', 'thanks', 'nicola""""""']","['1930,""b""""@immywhitex', 'ah', 'welcome', 'imogen.', ""we'll"", 'get', 'sorted.', ':-)', 'thanks', 'nicola""""""']"
1932,"1931,""b""""@duffy_mrss you can call customer service on 0333 200 9090 or if you'd prefer one of the team here can call you to\xe2\x80\xa6 https://t.co/jvykdlqlve""""""","['1931,""b""""@duffy_mrss', 'you', 'can', 'call', 'customer', 'service', 'on', '0333', '200', '9090', 'or', 'if', ""you'd"", 'prefer', 'one', 'of', 'the', 'team', 'here', 'can', 'call', 'you', 'to\\xe2\\x80\\xa6', 'https://t.co/jvykdlqlve""""""']","['1931,""b""""@duffy_mrss', 'call', 'customer', 'service', '0333', '200', '9090', 'prefer', 'one', 'team', 'call', 'to\\xe2\\x80\\xa6', 'https://t.co/jvykdlqlve""""""']"
1933,"1932,""b""""@el_loz_ hi lauren, sorry that happened. each month you're able to see on your statement how much interest is likel\xe2\x80\xa6 https://t.co/jd7qcczcpp""""""","['1932,""b""""@el_loz_', 'hi', 'lauren,', 'sorry', 'that', 'happened.', 'each', 'month', ""you're"", 'able', 'to', 'see', 'on', 'your', 'statement', 'how', 'much', 'interest', 'is', 'likel\\xe2\\x80\\xa6', 'https://t.co/jd7qcczcpp""""""']","['1932,""b""""@el_loz_', 'hi', 'lauren,', 'sorry', 'happened.', 'month', 'able', 'see', 'statement', 'much', 'interest', 'likel\\xe2\\x80\\xa6', 'https://t.co/jd7qcczcpp""""""']"
1934,"1933,""b""""@duffy_mrss i'd recommend calling the team who will be dealing with this for you susie. it is likely they are inves\xe2\x80\xa6 https://t.co/7ddtkr8ngs""""""","['1933,""b""""@duffy_mrss', ""i'd"", 'recommend', 'calling', 'the', 'team', 'who', 'will', 'be', 'dealing', 'with', 'this', 'for', 'you', 'susie.', 'it', 'is', 'likely', 'they', 'are', 'inves\\xe2\\x80\\xa6', 'https://t.co/7ddtkr8ngs""""""']","['1933,""b""""@duffy_mrss', ""i'd"", 'recommend', 'calling', 'team', 'dealing', 'susie.', 'likely', 'inves\\xe2\\x80\\xa6', 'https://t.co/7ddtkr8ngs""""""']"
1935,"1934,""b""""@jagalot ah i see, thanks for letting me know. to get this checked out and investigated i'll need to get you throug\xe2\x80\xa6 https://t.co/12afxtl6d1""""""","['1934,""b""""@jagalot', 'ah', 'i', 'see,', 'thanks', 'for', 'letting', 'me', 'know.', 'to', 'get', 'this', 'checked', 'out', 'and', 'investigated', ""i'll"", 'need', 'to', 'get', 'you', 'throug\\xe2\\x80\\xa6', 'https://t.co/12afxtl6d1""""""']","['1934,""b""""@jagalot', 'ah', 'see,', 'thanks', 'letting', 'know.', 'get', 'checked', 'investigated', ""i'll"", 'need', 'get', 'throug\\xe2\\x80\\xa6', 'https://t.co/12afxtl6d1""""""']"
1936,"1935,""b""""@jagalot hello alan, i'm sorry to hear you're having trouble with this. when you changed phones, did you also get a new number? christie""""""","['1935,""b""""@jagalot', 'hello', 'alan,', ""i'm"", 'sorry', 'to', 'hear', ""you're"", 'having', 'trouble', 'with', 'this.', 'when', 'you', 'changed', 'phones,', 'did', 'you', 'also', 'get', 'a', 'new', 'number?', 'christie""""""']","['1935,""b""""@jagalot', 'hello', 'alan,', ""i'm"", 'sorry', 'hear', 'trouble', 'this.', 'changed', 'phones,', 'also', 'get', 'new', 'number?', 'christie""""""']"
1937,"1936,""b""""@rantymcmoanface ah no, i'm sorry you're having some trouble making your payment! what issue are you facing when yo\xe2\x80\xa6 https://t.co/j6kfg6rgkr""""""","['1936,""b""""@rantymcmoanface', 'ah', 'no,', ""i'm"", 'sorry', ""you're"", 'having', 'some', 'trouble', 'making', 'your', 'payment!', 'what', 'issue', 'are', 'you', 'facing', 'when', 'yo\\xe2\\x80\\xa6', 'https://t.co/j6kfg6rgkr""""""']","['1936,""b""""@rantymcmoanface', 'ah', 'no,', ""i'm"", 'sorry', 'trouble', 'making', 'payment!', 'issue', 'facing', 'yo\\xe2\\x80\\xa6', 'https://t.co/j6kfg6rgkr""""""']"
1938,"1937,""b""""@notdavidgodfrey i'd recommend you delete that image there david; it's in a public tweet and might contain some sen\xe2\x80\xa6 https://t.co/a1elue15jz""""""","['1937,""b""""@notdavidgodfrey', ""i'd"", 'recommend', 'you', 'delete', 'that', 'image', 'there', 'david;', ""it's"", 'in', 'a', 'public', 'tweet', 'and', 'might', 'contain', 'some', 'sen\\xe2\\x80\\xa6', 'https://t.co/a1elue15jz""""""']","['1937,""b""""@notdavidgodfrey', ""i'd"", 'recommend', 'delete', 'image', 'david;', 'public', 'tweet', 'might', 'contain', 'sen\\xe2\\x80\\xa6', 'https://t.co/a1elue15jz""""""']"
1939,"1938,""b'@notdavidgodfrey hi there, david. can i ask if you are seeing a 6 digit code being displayed on the pinsentry devic\xe2\x80\xa6 https://t.co/3zceyl2n5f'""","['1938,""b\'@notdavidgodfrey', 'hi', 'there,', 'david.', 'can', 'i', 'ask', 'if', 'you', 'are', 'seeing', 'a', '6', 'digit', 'code', 'being', 'displayed', 'on', 'the', 'pinsentry', 'devic\\xe2\\x80\\xa6', 'https://t.co/3zceyl2n5f\'""']","['1938,""b\'@notdavidgodfrey', 'hi', 'there,', 'david.', 'ask', 'seeing', '6', 'digit', 'code', 'displayed', 'pinsentry', 'devic\\xe2\\x80\\xa6', 'https://t.co/3zceyl2n5f\'""']"
1940,"1939,""b""""@jeremy10036 hi jeremy, you'll need to reach out to the us team about this @askbarclaysus monday to friday 9am-5pm est. dean""""""","['1939,""b""""@jeremy10036', 'hi', 'jeremy,', ""you'll"", 'need', 'to', 'reach', 'out', 'to', 'the', 'us', 'team', 'about', 'this', '@askbarclaysus', 'monday', 'to', 'friday', '9am-5pm', 'est.', 'dean""""""']","['1939,""b""""@jeremy10036', 'hi', 'jeremy,', 'need', 'reach', 'us', 'team', '@askbarclaysus', 'monday', 'friday', '9am-5pm', 'est.', 'dean""""""']"
1941,"1940,""b""""@j77ft thanks, this is a known issue which is being worked on. i'll feed this back to the team for you and if i hea\xe2\x80\xa6 https://t.co/5loyddptgp""""""","['1940,""b""""@j77ft', 'thanks,', 'this', 'is', 'a', 'known', 'issue', 'which', 'is', 'being', 'worked', 'on.', ""i'll"", 'feed', 'this', 'back', 'to', 'the', 'team', 'for', 'you', 'and', 'if', 'i', 'hea\\xe2\\x80\\xa6', 'https://t.co/5loyddptgp""""""']","['1940,""b""""@j77ft', 'thanks,', 'known', 'issue', 'worked', 'on.', ""i'll"", 'feed', 'back', 'team', 'hea\\xe2\\x80\\xa6', 'https://t.co/5loyddptgp""""""']"
1942,"1941,""b'@j77ft hey, what error code shows up in the app?thanks, dean.'""","['1941,""b\'@j77ft', 'hey,', 'what', 'error', 'code', 'shows', 'up', 'in', 'the', 'app?thanks,', 'dean.\'""']","['1941,""b\'@j77ft', 'hey,', 'error', 'code', 'shows', 'app?thanks,', 'dean.\'""']"
